file;game;attempts;orig_choice;final_choice;orig_cor;fin_cor;con_mat;failed_queries;orig_cor_pred;fin_cor_pred;instr_tokens;gen_tokens;time
gpt-4o-2024-05-13_hd_p1_0_5_1_3_1_6050.txt;hd;1;B;B;0;0;FP;;1;1;1323;1065;12.9924485683441
gpt-4o-2024-05-13_hd_p1_0_5_1_3_20_3868.txt;hd;2;B;B;0;1;TN;0#higher(3, 5).;0;1;2576;2522;32.9694247245789
gpt-4o-2024-05-13_hd_p1_0_5_1_3_21_3205.txt;hd;1;B;B;0;0;FP;;1;1;1251;1181;14.1430208683014
gpt-4o-2024-05-13_hd_p1_0_5_1_3_22_8283.txt;hd;1;B;B;1;1;TP;;1;1;1213;1318;16.5553271770477
gpt-4o-2024-05-13_hd_p1_0_5_1_3_23_8487.txt;hd;2;B;B;0;1;TN;0#higher(3, 5).;0;1;2435;2206;30.1907095909119
gpt-4o-2024-05-13_hd_p1_0_5_1_3_24_5326.txt;hd;1;B;B;1;1;TP;;1;1;1308;1077;12.8305244445801
gpt-4o-2024-05-13_hd_p1_0_5_1_3_25_9873.txt;hd;3;B;B;0;1;TN;0#highest_individual_payoff_for_choice(1, 'B').lowest_individual_payoff_for_choice(3, 'B').:1#lowest_possible_individual_payoff(3).;0;1;3882;3978;59.3158416748047
gpt-4o-2024-05-13_hd_p1_0_5_1_3_26_2745.txt;hd;4;B;B;0;0;TN;0#finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 1), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:1#highest_individual_payoff_for_choice(1, 'R').lowest_individual_payoff_for_choice(3, 'B').finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_individual_payoff_for_choice(5, 'B').finally(goal(them, 1), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:2#finally(goal(them, 1), do(choice(them, 'R'), do(choice(you, 'B'), s0))).finally(goal(them, 5), do(choice(them, 'B'), do(choice(you, 'R'), s0))).;0;1;5404;5550;81.571971654892
gpt-4o-2024-05-13_hd_p1_0_5_1_3_27_4752.txt;hd;1;B;B;1;1;TP;;1;1;1223;1270;16.0891981124878
gpt-4o-2024-05-13_hd_p1_0_5_1_3_28_4522.txt;hd;1;B;B;1;1;TP;;1;1;1407;1051;12.8452260494232
gpt-4o-2024-05-13_hd_p1_0_5_1_3_29_4389.txt;hd;1;B;B;1;1;TP;;1;1;1235;739;7.97922015190125
gpt-4o-2024-05-13_hd_p1_0_5_1_3_2_6652.txt;hd;1;B;B;0;0;FP;;1;1;1338;1158;15.2853946685791
gpt-4o-2024-05-13_hd_p1_0_5_1_3_3_2765.txt;hd;1;B;B;1;1;TP;;1;1;1266;1257;20.8990113735199
gpt-4o-2024-05-13_hd_p1_0_5_1_3_4_5447.txt;hd;1;B;B;1;1;TP;;1;1;1370;1423;20.5461513996124
gpt-4o-2024-05-13_hd_p1_0_5_1_3_5_8148.txt;hd;2;B;B;0;1;TN;0#finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 1), do(choice(you, 'B'), do(choice(them, 'R'), s0))).;0;1;2645;2771;34.1069624423981
gpt-4o-2024-05-13_hd_p1_0_5_1_3_6_5701.txt;hd;2;B;B;1;1;FN;0#higher_guaranteed_payoff('R', 'B').;0;1;2323;2167;29.9753360748291
gpt-4o-2024-05-13_hd_p1_0_5_1_3_7_6699.txt;hd;2;B;B;1;1;FN;0#highest_possible_individual_payoff(3).lowest_possible_individual_payoff(1).;0;1;2611;2765;36.7493782043457
gpt-4o-2024-05-13_hd_p1_0_5_1_3_8_9157.txt;hd;1;B;B;1;1;TP;;1;1;1235;1033;15.3086233139038
gpt-4o-2024-05-13_hd_p1_0_5_1_3_9_3387.txt;hd;1;B;B;1;1;TP;;1;1;1235;1360;19.3150067329407
gpt-4o-2024-05-13_pd_p1_1_5_0_3_0_8210.txt;pd;2;B;R;0;1;TN;0#higher_guaranteed_payoff('B', 'R').highest_guaranteed_payoff_choice('B').;0;1;2738;2396;29.3604021072388
gpt-4o-2024-05-13_pd_p1_1_5_0_3_10_6489.txt;pd;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2655;2352;30.7669036388397
gpt-4o-2024-05-13_pd_p1_1_5_0_3_11_9465.txt;pd;5;B;B;0;1;TN;0#finally(goal(them, 0), do(choice(them, 'R'), do(choice(you, 'B'), s0))).finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(them, 5), do(choice(them, 'B'), do(choice(you, 'R'), s0))).finally(goal(you, 5), do(choice(them, 'R'), do(choice(you, 'B'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).higher_guaranteed_payoff('B', 'R').highest_individual_payoff_for_choice(5, 'B').highest_guaranteed_payoff_choice('B').lowest_individual_payoff_for_choice(0, 'R').finally(goal(you, 0), do(choice(them, 'B'), do(choice(you, 'R'), s0))).finally(goal(them, 0), do(choice(you, 'B'), do(choice(them, 'R'), s0))).:1#lowest_individual_payoff_for_choice(0, 'R').finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).:2#lower(1, 0).highest_individual_payoff_for_choice(5, 'B').highest_mutual_payoff('R', 'R').:3#highest_individual_payoff_for_choice(5, 'B').:4#lowest_individual_payoff_for_choice(0, 'R').;0;0;6507;6234;90.2300148010254
gpt-4o-2024-05-13_pd_p1_1_5_0_3_12_4531.txt;pd;5;B;R;0;1;TN;0#finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').:1#lowest_individual_payoff_for_choice(0, 'R').highest_individual_payoff_for_choice(1, 'R').:2#lower_guaranteed_payoff('R', 'B').lowest_possible_individual_payoff(1).highest_guaranteed_payoff_choice('B').highest_possible_individual_payoff(3).:3#highest_guaranteed_payoff_choice('B').;0;1;6454;6749;93.2278294563293
gpt-4o-2024-05-13_pd_p1_1_5_0_3_13_1228.txt;pd;2;B;R;0;1;TN;0#finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2508;2502;31.4069719314575
gpt-4o-2024-05-13_pd_p1_1_5_0_3_14_3067.txt;pd;1;B;B;0;0;FP;;1;1;1285;1328;17.1469089984894
gpt-4o-2024-05-13_pd_p1_1_5_0_3_15_8302.txt;pd;3;B;B;0;1;TN;0#highest_guaranteed_payoff_choice('B').:1#highest_mutual_payoff('R', 'R').highest_individual_payoff_for_choice(1, 'R').lowest_mutual_payoff('B', 'B').;0;1;3762;3914;55.6161124706268
gpt-4o-2024-05-13_pd_p1_1_5_0_3_16_6221.txt;pd;3;B;B;0;0;TN;0#lower_guaranteed_payoff('R', 'B').highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').:1#highest_possible_individual_payoff(1).lowest_mutual_payoff('B', 'B').;0;1;3739;3412;47.3993434906006
gpt-4o-2024-05-13_pd_p1_1_5_0_3_17_1182.txt;pd;2;B;B;0;0;TN;0#finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_individual_payoff_for_choice(5, 'B').highest_guaranteed_payoff_choice('B').finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 0), do(choice(you, 'B'), do(choice(them, 'R'), s0))).;0;1;2658;2799;52.7336308956146
gpt-4o-2024-05-13_pd_p1_1_5_0_3_18_2424.txt;pd;5;B;R;0;1;TN;0#lowest_individual_payoff_for_choice(0, 'R').:1#highest_guaranteed_payoff_choice('B').:2#highest_possible_individual_payoff(3).:3#highest_guaranteed_payoff_choice('B').;0;1;6296;6658;95.3313367366791
gpt-4o-2024-05-13_pd_p1_1_5_0_3_19_4757.txt;pd;4;B;R;0;1;TN;0#higher_guaranteed_payoff('B', 'R').highest_guaranteed_payoff_choice('B').highest_possible_individual_payoff(3).:1#higher_guaranteed_payoff('R', 'R').:2#lowest_individual_payoff_for_choice(3, 'B').highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;4895;4516;65.5976026058197
gpt-4o-2024-05-13_pd_p1_1_5_0_3_1_6425.txt;pd;3;B;R;0;1;TN;0#finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).highest_guaranteed_payoff_choice('B').highest_mutual_payoff('R', 'R').higher_guaranteed_payoff('B', 'R').:1#lowest_individual_payoff_for_choice(0, 'R').finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).;0;1;3778;3942;54.2500784397125
gpt-4o-2024-05-13_pd_p1_1_5_0_3_20_9686.txt;pd;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2566;2765;35.7832446098328
gpt-4o-2024-05-13_pd_p1_1_5_0_3_21_9665.txt;pd;3;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').:1#lowest_possible_individual_payoff(1).;0;1;3582;3093;44.5954201221466
gpt-4o-2024-05-13_pd_p1_1_5_0_3_22_2105.txt;pd;2;B;R;0;1;TN;0#lower_guaranteed_payoff('R', 'B').highest_guaranteed_payoff_choice('B').finally(goal(you, 5), do(choice(them, 'R'), do(choice(you, 'B'), s0))).higher_guaranteed_payoff('B', 'R').;0;1;2453;2459;33.4765312671661
gpt-4o-2024-05-13_pd_p1_1_5_0_3_23_5752.txt;pd;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2711;2354;32.6808388233185
gpt-4o-2024-05-13_pd_p1_1_5_0_3_24_1516.txt;pd;2;B;R;0;1;TN;0#higher_guaranteed_payoff('B', 'R').highest_guaranteed_payoff_choice('B').;0;1;2363;2299;29.3121380805969
gpt-4o-2024-05-13_pd_p1_1_5_0_3_25_6687.txt;pd;2;B;R;0;1;TN;0#finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').;0;1;2587;2742;39.6101794242859
gpt-4o-2024-05-13_pd_p1_1_5_0_3_26_1987.txt;pd;3;B;R;0;1;TN;0#lowest_mutual_payoff('B', 'B').finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_mutual_payoff('R', 'R').:1#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;3738;3613;45.9540271759033
gpt-4o-2024-05-13_pd_p1_1_5_0_3_27_7394.txt;pd;2;B;R;0;0;TN;0#lowest_individual_payoff_for_choice(0, 'R').finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2552;2224;31.9679329395294
gpt-4o-2024-05-13_pd_p1_1_5_0_3_28_7427.txt;pd;2;B;R;0;1;TN;0#lowest_possible_individual_payoff(1).highest_guaranteed_payoff_choice('B').highest_possible_individual_payoff(3).highest_mutual_payoff('R', 'R').;0;1;2447;2243;32.2708053588867
gpt-4o-2024-05-13_pd_p1_1_5_0_3_29_5305.txt;pd;3;B;R;0;1;TN;0#lowest_possible_individual_payoff(1).highest_guaranteed_payoff_choice('B').lowest_mutual_payoff('B', 'B').lowest_possible_individual_payoff(3).highest_mutual_payoff('R', 'R').:1#highest_guaranteed_payoff_choice('B').;0;1;3963;3764;49.2484889030457
gpt-4o-2024-05-13_pd_p1_1_5_0_3_2_3423.txt;pd;2;B;R;0;0;TN;0#finally(goal(you, 5), do(choice(you, 'B'), do(choice(them, 'R'), s0))).finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').finally(goal(them, 0), do(choice(you, 'B'), do(choice(them, 'R'), s0))).;0;1;2488;2603;34.299304485321
gpt-4o-2024-05-13_pd_p1_1_5_0_3_3_8260.txt;pd;5;B;B;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').:1#highest_mutual_payoff('R', 'R').:2#higher_guaranteed_payoff('B', 'R').:3#highest_mutual_payoff('R', 'R').;0;1;6250;5868;78.2535455226898
gpt-4o-2024-05-13_pd_p1_1_5_0_3_4_4507.txt;pd;4;B;R;0;0;TN;0#highest_guaranteed_payoff_choice('B').:1#lower_guaranteed_payoff('R', 'B').highest_guaranteed_payoff_choice('B').highest_mutual_payoff('R', 'R').higher_guaranteed_payoff('B', 'R').:2#lowest_individual_payoff_for_choice(0, 'R').;0;1;5041;4265;71.3862299919128
gpt-4o-2024-05-13_pd_p1_1_5_0_3_5_4741.txt;pd;2;B;B;0;0;TN;0#highest_guaranteed_payoff_choice('B').finally(goal(them, 5), do(choice(them, 'B'), do(choice(you, 'R'), s0))).lowest_mutual_payoff('B', 'B').highest_mutual_payoff('R', 'R').finally(goal(you, 0), do(choice(them, 'B'), do(choice(you, 'R'), s0))).;0;1;2450;2574;36.5803141593933
gpt-4o-2024-05-13_pd_p1_1_5_0_3_6_6017.txt;pd;4;B;R;0;1;TN;0#lowest_mutual_payoff('B', 'B').highest_guaranteed_payoff_choice('B').highest_mutual_payoff('R', 'R').:1#lower_guaranteed_payoff('R', 'B').finally(goal(them, 5), do(choice(you, 'R'), do(choice(them, 'B'), s0))).:2#finally(goal(them, 0), do(choice(you, 'B'), do(choice(them, 'R'), s0))).;0;1;5104;5361;68.758841753006
gpt-4o-2024-05-13_pd_p1_1_5_0_3_7_9989.txt;pd;2;R;R;1;0;FN;0#highest_guaranteed_payoff_choice('B').;0;1;2630;2760;37.0795645713806
gpt-4o-2024-05-13_pd_p1_1_5_0_3_8_8002.txt;pd;2;B;R;0;0;TN;0#finally(goal(them, 0), do(choice(them, 'R'), do(choice(you, 'B'), s0))).lowest_mutual_payoff('R', 'B').finally(goal(them, 5), do(choice(them, 'B'), do(choice(you, 'R'), s0))).highest_guaranteed_payoff_choice('B').;0;1;2769;3062;40.0899994373322
gpt-4o-2024-05-13_pd_p1_1_5_0_3_9_7759.txt;pd;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2539;2391;30.9596490859985
gpt-4o-2024-05-13_sh_p1_1_3_0_5_0_2816.txt;sh;1;B;B;0;0;FP;;1;1;1275;1200;15.6939494609833
gpt-4o-2024-05-13_sh_p1_1_3_0_5_10_3574.txt;sh;2;B;R;1;1;FN;0#highest_guaranteed_payoff_choice('B').;0;1;2495;2238;30.5679550170898
gpt-4o-2024-05-13_sh_p1_1_3_0_5_11_4927.txt;sh;2;B;B;1;1;FN;0#highest_guaranteed_payoff_choice('B').highest_mutual_payoff('R', 'R').;0;1;2423;2390;32.5547015666962
gpt-4o-2024-05-13_sh_p1_1_3_0_5_12_7110.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2538;2792;43.5448198318481
gpt-4o-2024-05-13_sh_p1_1_3_0_5_13_2243.txt;sh;1;B;B;0;0;FP;;1;1;1254;1336;17.3929440975189
gpt-4o-2024-05-13_sh_p1_1_3_0_5_14_5844.txt;sh;2;B;B;0;1;TN;0#finally(goal(them, 3), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).;0;1;2641;2936;37.7457916736603
gpt-4o-2024-05-13_sh_p1_1_3_0_5_15_1284.txt;sh;1;B;B;1;1;TP;;1;1;1310;1376;16.1774120330811
gpt-4o-2024-05-13_sh_p1_1_3_0_5_16_9180.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').lowest_individual_payoff_for_choice(5, 'B').lower_guaranteed_payoff('R', 'B').finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).;0;1;2511;2035;30.5475258827209
gpt-4o-2024-05-13_sh_p1_1_3_0_5_17_8452.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2543;2489;38.2655165195465
gpt-4o-2024-05-13_sh_p1_1_3_0_5_18_7835.txt;sh;4;B;B;0;1;TN;0#higher_guaranteed_payoff('B', 'R').highest_possible_individual_payoff(3).highest_individual_payoff_for_choice(3, 'B').lowest_individual_payoff_for_choice(0, 'R').highest_guaranteed_payoff_choice('B').:1#finally(goal(you, 1), do(choice(you, 'R'), do(choice(them, 'B'), s0))).:2#lowest_individual_payoff_for_choice(3, 'R').highest_mutual_payoff('R', 'R').;0;1;5314;5352;74.2894041538239
gpt-4o-2024-05-13_sh_p1_1_3_0_5_19_6843.txt;sh;2;B;B;0;1;TN;0#finally(goal(them, 3), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').finally(goal(you, 0), do(choice(you, 'R'), do(choice(them, 'B'), s0))).;0;1;2572;2860;35.8246593475342
gpt-4o-2024-05-13_sh_p1_1_3_0_5_1_2020.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2391;1892;28.2623727321625
gpt-4o-2024-05-13_sh_p1_1_3_0_5_20_5878.txt;sh;4;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').lowest_mutual_payoff('B', 'B').:1#highest_individual_payoff_for_choice(1, 'R').:2#lower_guaranteed_payoff('R', 'B').;0;1;5152;5210;68.0120439529419
gpt-4o-2024-05-13_sh_p1_1_3_0_5_21_3244.txt;sh;2;B;R;0;1;TN;0#finally(goal(them, 3), do(choice(you, 'R'), do(choice(them, 'B'), s0))).highest_guaranteed_payoff_choice('B').lower_guaranteed_payoff('R', 'B').;0;1;2661;2439;29.8222284317017
gpt-4o-2024-05-13_sh_p1_1_3_0_5_22_7123.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').lower_guaranteed_payoff('R', 'B').lowest_individual_payoff_for_choice(0, 'R').;0;1;2454;2359;30.4820053577423
gpt-4o-2024-05-13_sh_p1_1_3_0_5_23_7242.txt;sh;2;B;B;0;0;TN;0#higher(3, 5).;0;1;2544;2872;36.2424683570862
gpt-4o-2024-05-13_sh_p1_1_3_0_5_24_3278.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2569;2695;32.4437799453735
gpt-4o-2024-05-13_sh_p1_1_3_0_5_25_9680.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2524;2203;33.6668653488159
gpt-4o-2024-05-13_sh_p1_1_3_0_5_26_7505.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').;0;1;2631;2511;29.8204989433289
gpt-4o-2024-05-13_sh_p1_1_3_0_5_27_4920.txt;sh;3;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').lower_guaranteed_payoff('R', 'B').:1#highest_guaranteed_payoff_choice('B').;0;1;3597;3162;47.242951631546
gpt-4o-2024-05-13_sh_p1_1_3_0_5_28_5526.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2464;2705;32.1252617835999
gpt-4o-2024-05-13_sh_p1_1_3_0_5_29_1225.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2355;2013;26.114337682724
gpt-4o-2024-05-13_sh_p1_1_3_0_5_2_9264.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').lower_guaranteed_payoff('R', 'B').;0;1;2613;2743;36.596702337265
gpt-4o-2024-05-13_sh_p1_1_3_0_5_3_5141.txt;sh;1;B;B;1;1;TP;;1;1;1233;1167;14.0583925247192
gpt-4o-2024-05-13_sh_p1_1_3_0_5_4_3278.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').;0;1;2603;2289;28.583283662796
gpt-4o-2024-05-13_sh_p1_1_3_0_5_5_7707.txt;sh;3;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').:1#lowest_possible_individual_payoff(1).;0;1;3798;3540;42.8646001815796
gpt-4o-2024-05-13_sh_p1_1_3_0_5_6_2643.txt;sh;3;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').higher_guaranteed_payoff('B', 'R').highest_mutual_payoff('R', 'R').:1#lower_guaranteed_payoff('R', 'R').;0;1;3699;3744;48.1640284061432
gpt-4o-2024-05-13_sh_p1_1_3_0_5_7_5106.txt;sh;2;B;R;0;1;TN;0#higher_guaranteed_payoff('B', 'R').lower_guaranteed_payoff('R', 'B').;0;1;2537;2472;33.4393184185028
gpt-4o-2024-05-13_sh_p1_1_3_0_5_8_7022.txt;sh;1;B;B;1;1;TP;;1;1;1232;711;11.2372958660126
gpt-4o-2024-05-13_sh_p1_1_3_0_5_9_9400.txt;sh;2;B;R;0;1;TN;0#highest_guaranteed_payoff_choice('B').lower_guaranteed_payoff('R', 'B').;0;1;2512;2723;31.8955080509186
